日期,ID,金額
2018/7/10,A1029,989
2018/4/18,A0987,731
2018/11/14,A0655,767
2018/7/7,A0993,906
2018/1/17,A1416,1074
2018/7/16,A1116,1108
2018/2/9,A0796,1091
2018/11/20,A1054,1014
2018/12/29,A1228,735
2018/1/30,A1216,738
2018/10/21,A0616,959
2018/10/21,A0408,861
2018/11/14,A0990,1113
2018/12/11,A1216,921
2018/7/25,A1163,1137
2018/11/4,A0576,961
2018/1/25,A0583,1007
2018/2/24,A0471,916
2018/12/30,A1036,916
2018/2/6,A0931,901
2018/1/22,A1103,962
2018/2/4,A0987,912
2018/5/2,A1265,1056
2018/6/14,A1226,890
2018/10/26,A1260,1170
2018/3/31,A0681,1160
2018/8/26,A0427,1044
2018/4/1,A1316,794
2018/4/15,A0429,711
2018/11/23,A1064,843
2018/9/26,A0842,770
2018/6/30,A0659,1156
2018/5/29,A1316,729
2018/11/24,A1403,741
2018/3/21,A0377,887
2018/12/15,A1204,831
2018/4/27,A0578,876
2018/3/20,A1323,1065
2018/1/12,A0907,804
2018/7/19,A1153,1146
2018/2/4,A0534,818
2018/6/16,A0731,1121
2018/8/23,A0422,997
2018/8/15,A0701,1182
2018/10/9,A0944,710
2018/7/21,A1311,910
2018/10/10,A1236,873
2018/9/11,A0690,1115
2018/9/14,A1388,762
2018/7/24,A0529,1004
2018/6/22,A0744,976
2018/11/8,A1133,947
2018/6/13,A0916,966
2018/10/7,A0587,854
2018/8/22,A0681,1199
2018/9/23,A0616,1089
2018/3/3,A0982,707
2018/2/17,A0942,725
2018/11/11,A0781,1031
2018/9/9,A0743,779
2018/4/2,A0861,1145
2018/7/10,A1306,727
2018/7/28,A1387,794
2018/2/20,A1338,1187
2018/4/14,A0458,907
2018/3/2,A1329,1007
2018/10/24,A0824,997
2018/5/15,A1030,972
2018/12/29,A0505,807
2018/1/31,A1101,1072
2018/8/1,A0632,904
2018/2/26,A0835,823
2018/10/4,A1101,1195
2018/11/25,A1215,767
2018/5/12,A1095,941
2018/6/27,A1188,1117
2018/6/4,A0754,944
2018/11/29,A1278,983
2018/4/1,A0350,824
2018/6/30,A0763,1131
2018/8/24,A0576,948
2018/6/22,A1292,1179
2018/5/16,A0945,763
2018/7/24,A0869,1133
2018/8/30,A0657,871
2018/12/6,A1164,1197
2018/4/11,A0576,942
2018/6/19,A0701,874
2018/2/19,A1215,778
2018/12/28,A1068,783
2018/4/2,A1202,1008
2018/3/23,A0610,898
2018/6/20,A1323,845
2018/1/25,A1305,1198
2018/9/18,A0747,748
2018/8/5,A0422,773
2018/10/9,A1345,1163
2018/4/13,A1313,1107
2018/6/14,A1290,1178
2018/5/12,A1345,882
2018/10/16,A1285,746
2018/12/26,A0931,1192
2018/5/9,A0655,870
2018/12/14,A0610,981
2018/2/11,A0906,1017
2018/2/18,A1226,945
2018/12/2,A0897,1062
2018/9/2,A1215,798
2018/6/16,A0529,1127
2018/6/12,A0415,978
2018/4/26,A0944,880
2018/9/20,A0846,770
2018/9/5,A1388,970
2018/7/23,A0352,1177
2018/12/1,A0496,1005
2018/10/19,A0574,1124
2018/5/17,A1146,913
2018/6/1,A0444,894
2018/1/21,A0357,1039
2018/7/24,A0529,966
2018/6/28,A0931,998
2018/5/23,A1067,1075
2018/2/2,A1202,721
2018/1/16,A1163,868
2018/2/17,A1103,733
2018/2/4,A1202,1089
2018/8/26,A1146,1110
2018/2/28,A1020,897
2018/11/3,A0945,965
2018/5/23,A0821,806
2018/2/28,A1254,783
2018/1/22,A0988,1090
2018/7/8,A0745,831
2018/10/27,A1313,734
2018/6/24,A0919,934
2018/8/29,A0764,878
2018/12/15,A1390,802
2018/12/8,A1338,810
2018/11/21,A0673,770
2018/8/20,A0808,1092
2018/4/15,A1092,992
2018/3/5,A1367,1182
2018/4/16,A1079,748
2018/8/14,A1197,1010
2018/8/12,A0603,1013
2018/7/11,A1204,1181
2018/7/13,A1162,1007
2018/9/9,A0542,900
2018/12/19,A1120,1047
2018/7/15,A1178,1154
2018/9/12,A0534,976
2018/10/22,A0415,835
2018/10/15,A1415,1159
2018/1/5,A1236,1103
2018/9/15,A0982,1166
2018/1/14,A0627,837
2018/2/15,A1133,1035
2018/6/29,A0764,1135
2018/12/21,A0659,1074
2018/6/26,A0463,1018
2018/7/13,A0993,943
2018/10/8,A0445,782
2018/1/26,A0990,909
2018/1/30,A1056,1075
2018/4/19,A1282,936
2018/10/20,A0880,1026
2018/2/1,A0670,921
2018/9/9,A1320,1073
2018/5/17,A1064,1024
2018/1/10,A1056,1026
2018/10/19,A0819,778
2018/10/1,A1216,830
2018/9/28,A0808,1038
2018/1/11,A1163,711
2018/4/13,A0471,915
2018/1/27,A0884,1187
2018/12/15,A0930,1044
2018/2/26,A0799,1061
2018/11/23,A0798,934
2018/9/29,A0660,1005
2018/12/28,A1305,1171
2018/3/9,A1058,943
2018/11/19,A1202,1088
2018/4/17,A1329,801
2018/12/30,A0531,743
2018/4/8,A1188,1136
2018/11/11,A1292,875
2018/11/10,A1406,841
2018/10/8,A1009,903
2018/3/25,A0781,1023
2018/2/4,A0458,731
2018/7/2,A0412,913
2018/2/18,A0761,756
2018/3/13,A0890,1173
2018/9/9,A0574,1167
2018/2/19,A1058,751
2018/11/5,A1067,830
2018/2/27,A0427,1050
2018/5/6,A1064,712
2018/11/6,A1124,1137
2018/1/21,A0760,989
2018/3/13,A0495,705
2018/4/23,A1277,1130
2018/9/14,A1142,883
2018/1/22,A1181,1020
2018/1/19,A0930,956
2018/3/20,A0583,1146
2018/2/26,A0419,1181
2018/1/7,A1161,776
2018/9/6,A0684,1020
2018/9/29,A0994,897
2018/6/10,A1089,970
2018/10/28,A1221,1108
2018/12/17,A1092,845
2018/10/20,A1305,1044
2019/1/1,A0773,1091
2018/4/11,A1169,881
2018/11/3,A1277,1052
2018/12/16,A0497,872
2018/5/18,A1054,1107
2018/6/29,A1193,1196
2018/10/25,A1216,954
2018/1/24,A0802,812
2018/11/28,A1159,828
2018/4/19,A0716,720
2018/11/21,A1202,757
2018/6/14,A1305,1058
2018/12/9,A1381,1000
2018/5/30,A0681,1138
2018/2/19,A0883,1033
2018/11/10,A0943,1117
2018/6/14,A0377,796
2018/1/27,A1282,1026
2018/12/9,A0531,793
2018/5/1,A1101,708
2018/1/17,A0464,1156
2018/8/6,A1208,1150
2018/9/12,A1285,1097
2018/11/27,A0593,1032
2018/10/3,A0633,878
2018/7/2,A0701,904
2018/8/2,A0690,923
2018/8/4,A0881,959
2018/4/10,A1413,1012
2018/1/25,A1202,816
2018/8/22,A0835,816
2018/6/29,A0427,864
2018/5/18,A0945,1096
2018/3/7,A0760,948
2018/12/30,A0785,833
2018/6/16,A1120,885
2018/4/3,A1221,1174
2018/12/15,A0353,700
2018/11/24,A0422,731
2018/2/1,A0387,1153
2018/11/7,A0480,825
2018/10/16,A0547,1167
2018/7/12,A0704,725
2018/5/21,A0931,1164
2018/10/5,A0897,1066
2018/6/9,A0610,756
2018/8/11,A0763,1187
2018/12/23,A1129,798
2018/11/12,A1334,762
2018/4/13,A1110,875
2018/6/2,A1390,928
2018/1/8,A1169,1120
2018/5/15,A1338,1010
2018/2/28,A1257,765
2018/7/7,A1270,1040
2018/1/30,A0997,1055
2018/6/21,A0459,796
2018/5/20,A1163,949
2018/3/25,A0414,783
2018/5/1,A1056,1128
2018/1/18,A0853,757
2018/3/31,A1130,796
2018/10/5,A1120,870
2018/8/25,A1056,1130
2018/8/22,A1101,1032
2018/5/15,A0943,1181
2018/12/8,A0965,1170
2018/2/1,A0557,1106
2018/8/18,A0542,1018
2018/10/5,A0582,1191
2018/3/21,A1370,1145
2018/3/19,A0627,858
2018/12/1,A0761,1120
2018/11/2,A1065,863
2018/12/18,A0371,888
2018/9/18,A0815,797
2018/2/25,A0716,1140
2018/2/1,A1388,847
2018/12/21,A1216,779
2018/8/7,A1062,978
2018/6/4,A1202,1076
2018/7/8,A1204,821
2018/11/19,A0762,980
2018/1/28,A0708,858
2018/11/23,A0897,727
2018/10/9,A1120,1136
2018/11/4,A0819,1116
2018/7/31,A0907,766
2018/10/18,A0982,965
2018/5/6,A0458,875
2018/9/8,A0802,1181
2018/8/25,A0673,1069
2018/10/18,A0438,1001
2018/12/1,A0515,1091
2018/12/20,A1337,1189
2018/5/6,A0992,950
2018/1/16,A0412,794
2018/6/20,A0994,1184
2018/5/28,A1202,735
2018/1/27,A0497,945
2018/6/10,A0583,1122
2018/5/28,A0892,1129
2018/2/16,A0977,838
2018/12/17,A0930,848
2018/9/22,A1311,949
2018/12/19,A0399,1149
2018/7/8,A0587,918
2018/6/8,A0371,929
2018/4/8,A0473,946
2018/12/31,A1030,972
2018/7/3,A1230,1079
2018/1/29,A0670,1084
2018/8/11,A0761,1009
2018/2/13,A0627,890
2018/8/10,A0754,702
2018/10/9,A0937,769
2018/1/5,A0816,1142
2018/9/28,A0835,758
2018/4/4,A0601,881
2018/4/6,A0785,1086
2018/6/19,A0408,860
2018/4/26,A0422,765
2018/2/27,A1188,1026
2018/12/22,A1313,930
2018/4/24,A0633,1037
2018/12/30,A0781,1146
2018/10/6,A1101,923
2018/2/19,A0375,1097
2018/11/1,A1076,1041
2018/3/31,A1306,1018
2018/6/13,A0955,1021
2018/6/18,A0512,1134
2018/6/23,A0919,784
2018/11/25,A1387,728
2018/4/24,A0497,768
2018/7/15,A0587,1197
2018/7/4,A1050,964
2018/9/3,A1358,833
2018/12/15,A0798,783
2018/8/28,A0632,1020
2018/12/2,A0445,704
2018/9/7,A1278,1051
2018/8/8,A1338,1159
2018/1/2,A1153,737
2018/1/4,A0965,713
2018/4/18,A1343,811
2018/8/12,A1232,1093
2018/11/17,A0387,1030
2018/9/21,A0457,897
2018/4/22,A1142,1106
2018/1/16,A0693,856
2018/6/27,A1197,1081
2018/10/27,A0949,725
2018/1/2,A0371,1089
2018/11/12,A1410,787
2018/10/3,A0760,986
2018/5/20,A0945,859
2018/7/10,A0587,739
2018/8/17,A0930,1173
2018/3/26,A0480,905
2018/2/14,A0387,891
2018/4/8,A0747,1066
2018/2/26,A0506,765
2018/2/10,A1065,883
2018/4/7,A1212,1012
2018/9/2,A1413,784
2018/10/23,A1167,993
2018/6/7,A0953,855
2018/5/5,A1415,1181
2018/2/19,A1415,924
2018/9/18,A0542,904
2018/12/17,A1161,1192
2018/9/19,A1388,759
2018/11/17,A1236,1121
2018/7/19,A1216,782
2018/9/21,A0472,1179
2018/5/15,A1101,787
2018/3/30,A0830,931
2018/2/22,A0819,1051
2018/8/1,A0821,707
2018/4/30,A0892,792
2018/2/2,A1159,909
2018/9/7,A0459,1115
2018/2/24,A1014,732
2018/11/19,A0548,1064
2018/8/26,A1062,787
2018/11/26,A0529,1132
2018/9/6,A1367,1084
2018/11/2,A0796,866
2018/6/3,A1255,708
2018/10/14,A1357,868
2018/7/29,A0583,819
2018/9/19,A1277,1113
2018/11/16,A1064,893
2018/12/31,A0655,803
2018/1/3,A1142,799
2018/5/22,A0716,861
2018/3/31,A1225,1044
2018/1/20,A0504,862
2018/1/2,A1265,1022
2018/5/5,A1062,1092
2018/10/24,A0504,737
2018/1/3,A0796,1134
2018/12/21,A1413,723
2018/9/25,A1208,822
2018/11/19,A1221,1163
2018/1/14,A0380,920
2018/12/11,A0795,1099
2018/9/4,A1142,709
2018/7/2,A0955,1197
2018/6/21,A0493,808
2018/2/22,A0493,895
2018/4/18,A0747,808
2018/5/7,A0480,1174
2018/3/8,A1388,878
2018/9/29,A0835,1064
2018/5/23,A0616,1012
2018/1/12,A1161,1069
2018/5/11,A0375,1098
2018/2/24,A1124,822
2018/3/11,A1387,733
2018/10/15,A0738,1044
2018/2/15,A0963,1060
2018/11/18,A1313,875
2018/5/10,A0887,1116
2018/10/18,A1178,939
2018/9/6,A0369,918
2018/1/2,A1116,1193
2018/3/2,A1142,707
2018/9/25,A0893,994
2018/1/16,A0988,755
2018/11/2,A0665,981
2018/12/30,A0431,927
2018/7/26,A0515,947
2018/10/9,A0799,772
2018/1/22,A0497,914
2018/12/30,A0922,1043
2018/3/5,A1369,858
2018/12/24,A1215,1071
2018/6/8,A0781,975
2018/6/7,A0686,794
2018/1/2,A1014,1099
2018/11/14,A1412,862
2018/8/26,A0943,985
2018/9/28,A0965,1025
2018/3/1,A1110,948
2018/4/5,A0946,1022
2018/12/15,A0464,1034
2018/5/14,A1100,1086
2018/1/11,A0519,1194
2018/12/31,A1297,866
2018/5/17,A1285,977
2018/4/30,A1100,1159
2018/11/21,A1302,777
2018/6/17,A0427,703
2018/8/16,A0952,1084
2018/4/17,A1003,875
2018/6/6,A0534,857
2018/3/20,A1348,817
2018/4/28,A1068,715
2018/7/26,A1100,804
2018/1/31,A0749,870
2018/10/1,A0878,737
2018/10/15,A0760,715
2018/11/21,A0557,904
2018/4/10,A1216,756
2018/10/28,A0627,1148
2018/7/21,A0695,916
2018/11/6,A1415,919
2018/9/5,A1343,867
2018/7/21,A1290,1035
2018/10/26,A1054,781
2018/7/19,A1387,813
2018/1/25,A1142,964
2018/6/30,A0436,1140
2018/10/13,A1226,1138
2018/2/15,A0463,704
2018/11/20,A1142,1192
2018/6/29,A1412,1159
2018/12/20,A1036,1124
2018/3/12,A0761,1008
2018/7/15,A1282,1007
2018/11/25,A0463,815
2018/10/10,A0641,907
2018/7/24,A0673,1120
2018/1/3,A0992,795
2018/1/30,A1408,920
2018/11/5,A0707,1179
2018/12/23,A1100,1080
2018/4/16,A1286,728
2018/11/10,A0897,731
2018/12/31,A0760,760
2018/6/13,A1056,826
2018/3/14,A1232,1172
2018/6/21,A0815,742
2018/11/16,A1014,824
2018/6/15,A0708,812
2018/8/9,A0703,830
2018/6/24,A0887,1054
2018/3/4,A0610,1101
2018/2/9,A0633,748
2018/9/20,A1221,847
2018/8/16,A0761,1066
2018/8/31,A0496,809
2018/7/29,A0993,1193
2018/9/30,A0496,847
2018/1/8,A1311,991
2018/4/24,A1110,1007
2018/7/2,A0937,949
2018/8/3,A1290,864
2018/12/9,A0916,758
2018/7/17,A0459,1078
2018/9/9,A0745,1091
2018/2/27,A0633,979
2018/10/14,A0993,734
2018/8/22,A1095,885
2018/8/4,A0881,736
2018/7/11,A0438,1124
2018/11/6,A1027,1072
2018/5/10,A0906,992
2018/6/9,A0796,766
2018/6/27,A0762,944
2018/10/13,A0616,1193
2018/1/23,A0633,1180
2018/9/26,A1065,765
2018/1/14,A0796,946
2018/11/17,A1313,852
2018/3/13,A0548,833
2018/3/17,A0965,768
2018/8/23,A1387,1086
2018/12/18,A0799,718
2018/7/3,A0582,1189
2018/11/19,A0531,736
2018/8/29,A1415,718
2018/4/1,A1257,983
2018/10/11,A0659,897
2018/10/29,A0744,733
2018/1/25,A0693,1045
2018/7/31,A0686,1004
2018/9/21,A1299,741
2018/10/3,A1064,1147
2018/8/25,A1056,754
2018/1/31,A1058,841
2018/8/4,A0377,1175
2018/11/8,A0852,946
2018/4/12,A0815,927
2018/7/7,A0949,1182
2018/7/31,A0431,758
2018/12/26,A0657,1068
2018/4/5,A1362,781
2018/1/3,A0963,1026
2018/12/18,A1292,821
2018/4/28,A0990,975
2018/3/28,A0824,1107
2018/3/13,A0731,1184
2018/6/3,A1103,1086
2018/5/1,A0997,1178
2018/1/20,A0927,765
2018/9/25,A0720,1108
2018/2/19,A1163,709
2018/6/6,A1065,727
2018/10/17,A1035,1020
2018/12/27,A1236,1130
2018/12/6,A0742,1033
2018/3/7,A0742,960
2018/3/23,A0916,906
2018/12/23,A0879,719
2018/8/16,A0655,1006
2018/6/9,A1225,760
2018/5/17,A1260,966
2018/7/23,A0458,929
2018/9/11,A0578,1153
2018/7/1,A1067,1119
2018/5/2,A1367,830
2018/5/9,A0745,1113
2018/11/25,A1161,896
2018/7/23,A1014,1140
2018/12/2,A0673,700
2018/6/21,A0472,1194
2018/5/4,A1064,870
2018/1/12,A1103,1051
2018/12/8,A0684,1051
2018/11/2,A1410,1150
2018/5/24,A0629,951
2018/6/20,A0931,767
2018/11/20,A0428,862
2018/6/25,A0977,942
2018/12/13,A1412,837
2018/2/24,A1410,858
2018/9/19,A1409,1174
2018/12/14,A1164,857
2018/11/17,A0552,956
2018/7/28,A1116,1175
2018/8/13,A1212,889
2018/12/17,A0861,836
2018/12/28,A0862,839
2018/2/12,A0629,1031
2018/3/3,A0534,741
2018/10/28,A0731,706
2018/12/24,A1009,1046
2018/2/26,A0930,898
2018/7/14,A1305,893
2018/12/29,A1036,711
2018/8/13,A0399,911
2018/11/10,A0952,924
2018/2/6,A0515,935
2018/11/12,A1215,1045
2018/6/6,A1255,781
2018/12/17,A1370,969
2018/7/2,A0559,900
2018/6/8,A1416,976
2018/10/2,A1215,957
2018/7/31,A0607,701
2018/9/6,A0528,888
2018/12/25,A0444,887
2018/11/21,A0633,1089
2018/6/3,A0742,883
2018/5/26,A0633,713
2018/8/26,A1002,1115
2018/11/26,A1362,701
2018/3/2,A0542,908
2018/8/22,A1316,814
2018/5/15,A1348,1129
2018/11/13,A1027,794
2018/12/22,A0369,748
2018/6/22,A0785,1187
2018/12/13,A1410,909
2018/3/12,A0496,887
2018/10/29,A1120,1155
2018/6/2,A1092,731
2018/7/22,A0371,1064
2018/6/22,A1137,728
2018/11/11,A0952,1098
2018/3/14,A1035,1053
2018/8/20,A1089,716
2018/5/17,A0412,868
2018/7/19,A1095,1078
2018/12/13,A1002,886
2018/5/12,A1159,1184
2018/9/18,A0879,1093
2018/12/24,A0821,1177
2018/1/8,A0684,718
2018/8/26,A0944,782
2018/10/5,A1316,935
2018/11/28,A0742,719
2018/3/24,A1100,994
2018/12/12,A1030,990
2018/3/26,A0657,872
2018/1/18,A1064,1177
2018/12/19,A0821,1024
2018/4/17,A0471,820
2018/3/5,A0799,1109
2018/1/27,A0412,989
2018/11/2,A0493,757
2018/12/15,A0949,1048
2018/7/25,A0990,1064
2019/1/1,A0878,1166
2018/12/26,A1265,915
2018/9/1,A0583,1186
2018/1/9,A1197,1026
2018/6/8,A0616,716
2018/2/13,A0422,824
2018/3/22,A0773,1191
2018/9/22,A0845,834
2018/11/14,A0887,763
2018/3/4,A0670,736
2018/7/31,A0988,1137
2018/12/4,A0842,985
2018/3/6,A0380,1041
2018/4/27,A1100,1094
2018/12/31,A1065,860
2018/8/10,A1064,1073
2018/5/1,A1092,754
2018/12/3,A0632,848
2018/8/8,A0764,1111
2018/10/13,A0470,780
2018/4/20,A0933,1098
2018/6/6,A0707,830
2018/2/10,A0946,1064
2018/12/3,A0470,775
2018/11/23,A1153,899
2018/11/11,A1212,789
2018/7/26,A0802,1118
2018/11/9,A0506,919
2018/11/11,A0512,1021
2018/10/3,A0531,759
2018/10/4,A0552,810
2018/2/21,A1100,1163
2018/3/8,A1370,1099
2018/7/5,A0933,770
2018/6/5,A0643,788
2018/9/22,A1420,760
2018/12/11,A1146,991
2018/2/5,A0352,923
2018/9/24,A1387,805
2018/7/8,A1188,943
2018/10/8,A0862,700
2018/9/24,A0529,1150
2018/1/2,A1345,1105
2018/5/13,A0665,944
2018/8/31,A0745,972
2018/5/19,A0679,853
2018/11/17,A1002,1083
2018/6/13,A0943,1030
2018/3/20,A0473,1191
2018/4/8,A1164,764
2018/12/24,A0633,999
2018/3/25,A1137,876
2018/8/28,A0919,1147
2018/7/6,A1299,783
2018/12/4,A1370,826
2018/11/1,A0903,747
2018/12/5,A1306,906
2018/3/13,A1215,799
2018/4/1,A0824,828
2018/3/25,A0972,1077
2018/5/19,A1057,1077
2018/11/21,A1062,872
2018/11/8,A0977,1050
2018/12/22,A1225,1026
2018/9/28,A0690,851
2018/9/6,A0815,1149
2018/9/29,A0380,1011
2018/4/29,A1164,1050
2018/4/10,A0761,1088
2018/9/17,A0884,779
2018/9/25,A0731,1000
2018/9/24,A0763,884
2018/6/23,A1163,1009
2018/7/27,A1116,938
2018/8/15,A0445,865
2018/6/18,A0987,968
2018/10/3,A1181,969
2018/2/14,A0836,825
2018/1/2,A0937,1048
2018/11/12,A1163,837
2018/3/16,A0462,799
2018/5/12,A0952,1149
2018/3/31,A0633,1190
2018/2/22,A0464,843
2018/7/7,A1204,760
2018/7/27,A0431,968
2018/6/6,A1240,978
2018/11/18,A1161,1137
2018/10/3,A0431,1034
2018/11/28,A1076,995
2018/4/6,A0897,901
2018/3/26,A0934,941
2018/6/4,A1137,1103
2018/10/5,A0745,770
2018/1/11,A0953,1163
2018/11/23,A0893,980
2018/2/27,A0945,748
2018/7/10,A0815,808
2018/1/26,A0953,729
2018/6/11,A1332,1134
2018/3/14,A0529,1183
2018/3/3,A0429,851
2018/4/11,A1337,904
2018/3/25,A0512,921
2018/6/8,A0616,1029
2018/6/16,A0701,1075
2018/10/29,A1270,1145
2018/7/14,A0534,1153
2018/5/14,A0457,1089
2018/12/17,A0557,723
2018/3/5,A0660,959
2018/12/30,A1079,1178
2018/8/24,A0869,857
2018/8/30,A0747,710
2018/12/11,A1058,1049
2018/9/4,A1164,753
2018/5/3,A0897,1153
2018/1/11,A0369,1012
2018/9/28,A0429,1187
2018/1/18,A0616,1007
2018/5/26,A1068,998
2018/6/4,A0522,767
2018/4/7,A0987,728
2018/8/12,A0519,840
2018/2/9,A0495,1068
2018/9/18,A0643,789
2018/2/8,A0547,998
2018/8/1,A0760,820
2018/3/10,A1133,1046
2018/11/20,A1085,1168
2018/4/18,A0893,933
2018/11/13,A0952,817
2018/9/28,A1406,1142
2018/9/13,A1302,1019
2018/3/12,A1420,721
2018/9/18,A0428,945
2018/1/29,A1208,1111
2018/5/16,A1232,756
2018/12/30,A1100,965
2018/11/20,A0427,1179
2018/11/17,A0931,850
2018/10/12,A0749,1068
2018/7/20,A0529,954
2018/10/22,A0684,801
2018/10/29,A1370,940
2018/3/15,A1381,817
2018/3/14,A0763,800
2018/2/7,A0880,944
2018/10/27,A1110,1148
2018/5/12,A1214,1086
2018/5/20,A1120,916
2018/5/8,A0993,948
2018/12/28,A0530,760
2018/2/7,A0471,1002
2018/5/13,A0781,1085
2018/6/15,A0493,1162
2018/3/9,A1188,870
2018/3/3,A0965,712
2018/12/29,A1214,986
2018/9/29,A0952,895
2018/1/9,A1313,1182
2018/1/31,A0945,1024
2018/1/20,A0422,719
2018/3/1,A1030,838
2018/5/26,A0643,826
2018/1/26,A0799,1091
2018/9/1,A0603,956
2018/2/3,A0350,769
2018/6/3,A0978,1177
2018/2/6,A1062,796
2018/5/18,A0459,1083
2018/1/15,A0781,909
2018/6/28,A0946,758
2018/6/21,A0801,981
2018/4/10,A0457,1130
2018/8/31,A0436,775
2018/2/12,A0761,1085
2018/12/23,A0695,801
2018/3/12,A1214,1084
2018/9/27,A0724,1131
2018/2/6,A0893,773
2018/4/6,A0357,832
2018/3/18,A0830,1176
2018/5/20,A0548,1091
2018/10/27,A1009,847
2018/1/18,A1133,857
2018/3/16,A0965,876
2018/9/22,A1144,1065
2018/10/2,A1101,887
2018/4/15,A0927,814
2018/3/15,A0414,1171
2018/1/19,A1054,702
2018/2/6,A1103,1052
2018/12/12,A0438,1038
2018/3/7,A1202,953
2018/10/12,A0531,1140
2018/8/9,A1226,1177
2018/9/13,A0945,1028
2018/2/12,A0493,743
2018/6/2,A0919,934
2018/2/23,A0879,1115
2018/9/28,A0506,1062
2018/6/19,A0531,1161
2018/10/18,A0988,1044
2018/2/25,A1056,879
2018/1/31,A1050,1023
2018/6/19,A0815,970
2018/1/11,A0690,981
2018/2/11,A0473,916
2018/11/7,A0816,1137
2018/4/4,A0531,985
2018/11/21,A0845,1092
2018/6/24,A1153,931
2018/10/10,A1058,915
2018/11/15,A1130,903
2018/1/29,A0869,747
2018/4/19,A0514,766
2018/3/31,A0670,1146
2018/2/7,A1265,1080
2018/9/18,A0472,979
2018/1/3,A0965,930
2018/1/18,A0760,940
2018/2/26,A0438,926
2018/6/16,A0681,1185
2018/6/15,A0988,1005
2018/5/10,A1408,1092
2018/2/20,A0601,853
2018/9/4,A1164,709
2018/6/27,A0937,961
2018/9/1,A1319,1136
2018/7/9,A0893,785
2018/4/2,A1142,780
2018/4/8,A0933,1107
2018/7/2,A0643,1142
2018/1/15,A0512,709
2018/5/13,A0852,858
2018/9/9,A1313,1094
2018/7/5,A1120,1019
2018/3/24,A1095,1094
2018/11/1,A0587,950
2018/11/30,A0557,855
2018/11/13,A1337,1107
2018/1/23,A1002,705
2018/5/2,A1130,889
2018/11/3,A1215,1052
2018/6/13,A1153,1155
2018/5/30,A0743,758
2018/6/23,A0655,1037
2018/12/23,A0815,1141
2018/11/21,A0495,1099
2018/10/26,A1169,925
2018/11/25,A0603,1051
2018/10/15,A0470,845
2018/3/20,A0816,994
2018/10/29,A0799,898
2018/7/4,A1313,849
2018/8/3,A1056,1095
2018/11/15,A1065,707
2018/7/17,A1307,1073
2018/9/28,A1055,1147
2018/12/9,A1329,874
2018/10/9,A1236,1069
2018/4/3,A0576,1126
2018/11/13,A1338,1045
2018/4/25,A0686,747
2018/12/18,A0559,1104
2018/8/11,A0724,900
2018/8/20,A1202,715
2018/7/13,A0742,1026
2018/8/21,A0681,911
2018/4/17,A0887,913
2018/10/25,A0408,961
2018/6/6,A1100,1107
2018/6/11,A0978,830
2018/4/25,A0933,766
2018/3/11,A0861,958
2018/10/28,A0845,976
2018/12/24,A0890,759
2018/8/6,A0452,1185
2018/6/21,A1345,1135
2018/4/22,A1270,1165
2018/3/29,A0377,1152
2018/4/20,A1232,1189
2018/5/16,A1413,1178
2018/12/11,A0632,840
2018/7/13,A0427,987
2018/7/7,A1236,890
2018/8/23,A1302,920
2018/6/30,A0749,1087
2018/12/15,A1406,1111
2018/1/31,A1225,833
2018/11/11,A1282,882
2018/7/1,A0815,1017
2018/11/9,A0655,860
2018/12/7,A1159,861
2018/6/6,A1257,1114
2018/6/28,A0582,1090
2018/4/10,A0627,911
2018/12/17,A1230,1105
2018/5/1,A0427,1084
2018/1/4,A1305,1032
2018/11/16,A0582,811
2018/11/21,A1212,788
2018/11/5,A1007,1038
2018/12/29,A0552,710
2018/5/18,A0861,812
2018/5/7,A0601,918
2018/12/13,A1409,787
2018/1/30,A0987,1091
2018/10/20,A1215,1059
2018/3/24,A0686,778
2018/3/20,A0414,1180
2018/9/4,A0878,735
2018/5/3,A0945,757
2018/6/6,A1079,1138
2018/10/7,A0574,1036
2018/5/18,A1089,1081
2018/12/13,A1208,1139
2018/8/30,A0846,852
2018/11/30,A1027,891
2018/7/26,A0852,1015
2018/4/23,A0583,836
2018/11/15,A1225,1165
2018/4/23,A0690,980
2018/6/30,A1302,924
2018/6/2,A1390,1074
2018/4/30,A0411,1037
2018/11/20,A0942,1009
2018/5/7,A0842,716
2018/11/6,A0444,815
2018/6/24,A1181,959
2018/3/10,A0534,987
2018/6/16,A0426,913
2018/9/21,A1036,802
2018/3/26,A0583,883
2018/8/14,A1226,1123
2018/3/22,A0519,703
2018/1/30,A1343,885
2018/11/24,A0375,723
2018/9/22,A0583,953
2018/7/10,A1271,1130
2018/12/20,A0802,930
2018/2/14,A0897,1123
2018/4/22,A0495,827
2018/11/29,A0529,887
2018/1/17,A1406,912
2018/8/5,A1029,774
2018/2/22,A1110,1110
2018/12/22,A0429,771
2018/1/16,A1101,934
2018/2/3,A1370,1137
2018/2/26,A1290,812
2018/9/6,A1089,775
2018/6/6,A0906,804
2018/10/11,A0470,894
2018/2/28,A0493,1167
2018/8/17,A0503,1122
2018/1/23,A0505,843
2018/9/24,A0695,780
2018/2/27,A0745,1018
2018/4/14,A1193,718
2018/4/15,A1064,1144
2018/9/8,A1003,778
2018/1/23,A0589,1109
2018/10/7,A1345,796
2018/3/12,A0459,1066
2018/3/25,A1029,1049
2018/9/1,A1130,736
2018/5/20,A1307,757
2018/12/27,A1057,774
2018/11/25,A0427,1073
2018/11/8,A0643,1023
